Italian Senate approves diluted civil union bill                                                                                              ,TNWSS
Bomb explosion at police station kills 4 in northern Nigeria                                                                                  ,TNWSS
China cites concerns on U.S. missile defense system in South Korea                                                                            ,TNWSS
"Twin suicide bombing kills 12 at Shi'ite mosque in Baghdad: police, medics "                                                                 ,TNWSS
"Thousands of West Africans gain identity documents, 1 million still stateless: U.N. "                                                        ,TNWSS
Moderates test hardliners' grip on power in Iran vote:                                                                                        ,TNWSS
Conciliator Rouhani seeks gains for moderates in Iran polls                                                                                   ,TNWSS
"Banned, fined or suspended? Check the list - FIFA's Rogues' Gallery:  "                                                                      ,TNWSS
Turkish court rules rights violated in arrest of prominent journalists: acting editor                                                         ,TNWSS
U.S. to present draft U.N. sanctions resolution on North Korea:                                                                               ,TNWSS
Kerry may meet with Colombia peace talks participants within days                                                                             ,TNWSS
"Syria govt. says Nusra Front allies fire mortars on capital, one dead "                                                                      ,TNWSS
EU has 10 days to see progress on migrant crisis or Schengen unravels: EU commissioner                                                        ,TNWSS
Egypt's Sisi under attack on social media after television speech                                                                             ,TNWSS
Rival Labour could swing Brexit battle for UK PM Cameron                                                                                      ,TNWSS
China says 'really needs' South China Sea defenses in face of United States:                                                                  ,TNWSS
Despite migration fears Eritrea won't shorten national service:                                                                               ,TNWSS
Malaysia blocks access to news portal for violating media law                                                                                 ,TNWSS
"Hamas not seeking a war with Israel, says top official "                                                                                     ,TNWSS
Ally of Ukrainian president accused of meddling in prosecution                                                                                ,TNWSS
Russian jets in Syria pound Latakia ahead of fighting halt                                                                                    ,TNWSS
Somali president says 200 Kenyans killed in military camp attack                                                                              ,TNWSS
Kurdish solidarity in Turkey's restive southeast frustrates its Syria policy                                                                  ,TNWSS
Syrian government retakes town near Aleppo road from Islamic State: Observatory                                                               ,TNWSS
"Explosives, ammunition found near Turkish capital Ankara: local governor "                                                                   ,TNWSS
Pakistan's largest opposition party wants army chief to stay when term ends                                                                   ,TNWSS
EU ministers demand drop in migrant flows from Turkey before March 7 summit                                                                   ,TNWSS
Pakistan province passes landmark law protecting women against violence                                                                       ,TNWSS
Sri Lanka appoints war winning army chief as minister                                                                                         ,TNWSS
Greece recalls ambassador in Austria for consultations                                                                                        ,TNWSS
Israel says Sudanese who wounded soldier was Islamic State sympathizer                                                                        ,TNWSS
Cambodian PM tells troops to fire rockets at illegal loggers                                                                                  ,TNWSS
European Parliament calls for Saudi arms embargo                                                                                              ,TNWSS
"A year on from Nigerian election victory, Buhari's reforms founder "                                                                         ,TNWSS
EU says puzzled by Hungarian migrant referendum                                                                                               ,TNWSS
FIFA election to go ahead but Blatter told to stay away:                                                                                      ,TNWSS
Ugandans brace for Musenveni life presidency bid                                                                                              ,TNWSS
Hungary says referendum on EU migrant quotas to affect future plans only                                                                      ,TNWSS
"Foxconn to delay signing of Sharp takeover deal, says to clarify terms:  "                                                                   ,TNWSS
Deporting foreigners for breaking the law is hot issue as Swiss ready for polls                                                               ,TNWSS
Mortar attack kills four in Somali capital: police                                                                                            ,TNWSS
"Zika outbreak will worsen before it gets better, WHO head says:  "                                                                           ,TNWSS
Senior German official denies media report on 3.6 million refugees by 2020                                                                    ,TNWSS
"U.S. looks to Facebook, private groups to battle online extremism:  "                                                                        ,TNWSS
French advisers helping Libyan forces in Benghazi: Libyan commander                                                                           ,TNWSS
Teenager near Tokyo found to have Zika virus after return from Brazil: media                                                                  ,TNWSS
U.N. to announce new Syria talks date on Friday: envoy                                                                                        ,TNWSS
Zoo animals starve in Yemen city shattered by war                                                                                             ,TNWSS
China says its warships to join major U.S.-hosted naval drills                                                                                ,TNWSS
Spain arrests man in North African enclave for promoting Islamist militancy                                                                   ,TNWSS
Russia has yet to fully implement Minsk deal on Ukraine: NATO official                                                                        ,TNWSS
"Net migration to Britain rose to 323,000 in year to September 2015: data "                                                                   ,TNWSS
Britain registers EU membership deal at U.N.:                                                                                                 ,TNWSS
"NATO should open door to Macedonia, Georgia: Hungary foreign minister "                                                                      ,TNWSS
"With canal sabotage, rural protesters vent fury on Indian capital "                                                                          ,TNWSS
South Sudan sides trade barbs over peace progress after sanctions threat                                                                      ,TNWSS
BHP Billiton investors sue in U.S. over Brazil dam disaster:                                                                                  ,TNWSS
Turkish foreign minister says Kurdish YPG seeking to divide Syria                                                                             ,TNWSS
Russia says Ukraine has until March 4 to counter lawsuit                                                                                      ,TNWSS
"U.N. gathers Libya war crimes evidence, calls for ICC action "                                                                               ,TNWSS
The smugglers exploiting millions who are fleeing war and repression:                                                                         ,TNWSS
Russia: Terrorists are not pawns in geopolitical games in Middle East - RIA                                                                   ,TNWSS
NATO overcomes Greek-Turkish tensions to agree Aegean mission                                                                                 ,TNWSS
"Trapped between Iraq frontlines, refugees illustrate Sunni Arab predicament "                                                                ,TNWSS
"China's Xinjiang to use entertainment, possibly singing and dancing, in terror fight  "                                                      ,TNWSS
Tens of thousands of Fijians homeless after cyclone: disaster agency                                                                          ,TNWSS
"For 2017 French presidentials, economic liberalism is in vogue "                                                                             ,TNWSS
"With eye on China's rise, Australia to boost defense spending by $21 billion  "                                                              ,TNWSS
Indonesia overturns acquittal of international school teachers convicted of student abuse                                                     ,TNWSS
"Jamaican austerity government seeks second term, opposition vows jobs "                                                                      ,TNWSS
Australia warns travelers of possible militant attacks in Indonesia                                                                           ,TNWSS
"Australia to boost defense spending by $21 billion, buy 12 new submarines  "                                                                 ,TNWSS
"Indian teenager escapes debt bondage, says employer burned his legs "                                                                        ,TNWSS
German government expects arrival of 3.6 million refugees by 2020: media                                                                      ,TNWSS
Syrian refugee who charmed Rio with his snacks has eye on Olympics                                                                            ,TNWSS
"Indian farmers deep in debt, seek subsidies, help with insurance "                                                                           ,TNWSS
"U.S., China agree on draft North Korea sanctions resolution at U.N.: envoys  "                                                               ,TNWSS
Islamic State bomb supply chain includes firms in 20 countries: report                                                                        ,TNWSS
"Amid transition, Myanmar's Senior General emerges from the shadows "                                                                         ,TNWSS
Britain registers EU membership deal at United Nations                                                                                        ,TNWSS
Peru electoral board keeps Guzman in race for April elections                                                                                 ,TNWSS
Italy's Renzi calls confidence vote on gay unions bill                                                                                        ,TNWSS
Danish ruling party to offer new talks in move to avoid crisis                                                                                ,TNWSS
"Brazil court authorizes probes of former Rousseff top aide, Sao Paulo mayor "                                                                ,TNWSS
Six Congolese activists sentenced to prison after general strike                                                                              ,TNWSS
Cuba grants seven dissidents permit to travel ahead of Obama visit                                                                            ,TNWSS
Where the dead don’t count in Europe’s migration crisis                                                                                       ,TNWSS
Iran arrests father of jailed U.S. citizen: family                                                                                            ,TNWSS
Burkina Faso's ex-president becomes citizen of Ivory Coast                                                                                    ,TNWSS
"U.S. Secretary of State Kerry says if Libyan factions cannot get together, Libya will become a failed state"                                 ,TNWSS
Greece will not be turned into warehouse of migrants: PM Tsipras                                                                              ,TNWSS
"Bourbon vessel attacked off Nigeria, two kidnapped "                                                                                         ,TNWSS
Why proving Zika guilty is a long and painstaking task:                                                                                       ,TNWSS
"Russia gives a gift of 10,000 automatic rifles to Afghanistan:  "                                                                            ,TNWSS
Spanish government pact dealt fatal blow hours after announcement                                                                             ,TNWSS
Hungary is going to hold a referendum on EU plans for a mandatory migrant quotas system:                                                      ,TNWSS
U.S. plans more freedom of navigation moves in South China Sea: admiral.                                                                      ,TNWSS
Rescued 16-year-old Swedish girl describes life under IS:                                                                                     ,TNWSS
There are growing signs of a new Western urgency to stop Islamic State in Libya:                                                              ,TNWSS
Gang guilty of sex crimes in English town at center of abuse scandal                                                                          ,TNWSS
FIFA appeal panel upholds but shortens Blatter and Platini bans:                                                                              ,TNWSS
Three injured in gas leak explosion in Chilean capital                                                                                        ,TNWSS
Iran's leader warns against Western 'plot':                                                                                                   ,TNWSS
Syria's main opposition group is yet to agree to a plan to stop the fighting:                                                                 ,TNWSS
"Ghani nominates new Afghan interior minister, attorney general "                                                                             ,TNWSS
Signs grow of new Western urgency to stop Islamic State in Libya                                                                              ,TNWSS
"Behind the refugee crisis, the families in the West forced to pay and pay:   "                                                               ,TNWSS
"Colombian peace talks back on track, say sponsor countries "                                                                                 ,TNWSS
What are the world's least livable cities?                                                                                                    ,TNWSS
Yemen government says Hezbollah fighting alongside Houthis                                                                                    ,TNWSS
Brazil's Rousseff gains approval despite corruption: poll                                                                                     ,TNWSS
"What is it like doing FIFA's top job? Less gravy train, more treadmill -  "                                                                  ,TNWSS
South African President Zuma postpones Iran trip                                                                                              ,TNWSS
"U.N. says poised for huge Syria aid effort, if the door opens "                                                                              ,TNWSS
Indian armed forces to recruit women for all combat roles: president                                                                          ,TNWSS
German votes could persuade Merkel to change course on refugees                                                                               ,TNWSS
Syrian army battles Islamic State for third day near key road                                                                                 ,TNWSS
Commission releases disputed 2014 Afghan election results                                                                                     ,TNWSS
Egypt's Sisi says Russian plane was brought down by terrorists                                                                                ,TNWSS
French special forces waging 'secret war' in Libya: report -                                                                                  ,TNWSS
Israeli killed by army gunfire meant to foil Palestinian knifing                                                                              ,TNWSS
Malaysia review panel asks anti-graft agency to continue PM Najib probe                                                                       ,TNWSS
Hungary to call referendum on mandatory migrant quotas: PM Orban                                                                              ,TNWSS
Assad tells Putin his government will help with Syria ceasefire:                                                                              ,TNWSS
Russia's Putin discusses situation in Middle East with Israel's Netanyahu                                                                     ,TNWSS
Islamic State militants forced out of Libya's Sabratha after clashes: officials                                                               ,TNWSS
Migrants block Greek motorway as bottleneck grows                                                                                             ,TNWSS
"Germany, Afghanistan work together to return refugees to Kabul "                                                                             ,TNWSS
Greece says faced with crisis from cutbacks in migrant flows                                                                                  ,TNWSS
U.S. training African police to counter new jihadist threats                                                                                  ,TNWSS
It’s the migration machine that Europe can’t control. Reuters investigates:                                                                   ,TNWSS
"Macedonia postpones elections under EU, U.S. pressure "                                                                                      ,TNWSS
South Sudan opposition forces allowed back into capital: monitor                                                                              ,TNWSS
Rescued Swedish girl says life under Islamic State 'really hard':                                                                             ,TNWSS
South Africa's Zuma withdraws troops from Sudan's Darfur region                                                                               ,TNWSS
How long before the cracks show in China's great currency wall?:                                                                              ,TNWSS
"European shares extend losses, commodities-related stocks weigh:  "                                                                          ,TNWSS
Philippines still seeks $1 billion in Marcos wealth 30 years after his ouster                                                                 ,TNWSS
Turkish military helicopters kill 9 in strikes on PKK targets                                                                                 ,TNWSS
China says media ignores other claimants' weaponry in South China Sea                                                                         ,TNWSS
Gunmen kill three Mali soldiers in attack on checkpoint                                                                                       ,TNWSS
Hong Kong braces for weaker growth as political volatility strains economy                                                                    ,TNWSS
"'In' camp leads ahead of Britain's EU referendum, but gap narrows "                                                                          ,TNWSS
Britain's justice minister says EU deal could be reversed                                                                                     ,TNWSS
Iran's leader calls for parliament that stands up to the West                                                                                 ,TNWSS
"Thousands of apps running Baidu code collect, leak personal data - research:  "                                                              ,TNWSS
Libya military makes further gains in Benghazi                                                                                                ,TNWSS
Ousted Thai PM Thaksin's influence shows signs of waning                                                                                      ,TNWSS
"Argentina's new president faces strike, discontent as prices leap  "                                                                         ,TNWSS
Indonesia looks to close all red-light districts by 2019: Jakarta Post                                                                        ,TNWSS
"Cyclone-hit remote Fiji islands begin to receive aid, death toll 42 "                                                                        ,TNWSS
Small plane with 21 on board missing in Nepal                                                                                                 ,TNWSS
Bolivia's Morales loses referendum on extending presidency: official                                                                          ,TNWSS
Panama cancels Finmeccanica radar contract after simmering row                                                                                ,TNWSS
China gearing up for East Asia dominance: U.S. commander                                                                                      ,TNWSS
"U.S. airfares to Puerto Rico slide; debt crisis, Zika weigh  "                                                                               ,TNWSS
"Ramon Castro, other brother of Cuba's Fidel and Raul, dies at 91 "                                                                           ,TNWSS
Campaign for Brexit takes 6-point drop: YouGov poll for Times                                                                                 ,TNWSS
Chinese president urges officials to diligently implement reforms: Xinhua                                                                     ,TNWSS
Silence may not be golden as India's Modi lays low during unrest                                                                              ,TNWSS
Brazil police accuse seven of murder over Samarco dam burst                                                                                   ,TNWSS
China sends fighter jets to contested island in South China Sea: Fox News                                                                     ,TNWSS
Deeply eurosceptic Britons may still vote to stay in EU: survey                                                                               ,TNWSS
'Important progress' made on U.N. North Korea resolution: China                                                                               ,TNWSS
Denmark PM calls party heads' meeting as government support hangs in balance                                                                  ,TNWSS
Spain's Socialists near deal with Ciudadanos but still far from majority                                                                      ,TNWSS
Saudi security forces kill terrorist suspect in village raid: agency                                                                          ,TNWSS
Book penned by Canadian serial killer pulled by publisher                                                                                     ,TNWSS
"Around the world, in   "                                                                                                                     ,TNWSS
British government agrees deal with Scotland over new spending powers                                                                         ,TNWSS
Rightist Le Maire joins crowded French presidential primary race                                                                              ,TNWSS
South Africa parliament passes land expropriation bill                                                                                        ,TNWSS
DNA report suggests Ankara bomber was Turkish: security official                                                                              ,TNWSS
'Silicon Saxony' worries refugee backlash could hurt business                                                                                 ,TNWSS
Thousands of migrants are stranded in Greece.                                                                                                 ,TNWSS
U.S. sanctions on Russia don't affect use of Russian rocket engines: Pentagon                                                                 ,TNWSS
Polish president backs communist spy allegations against Lech Walesa                                                                          ,TNWSS
Italy's Renzi to strip adoption rights from gay unions bill                                                                                   ,TNWSS
"Palestinian corruption chief claws back $70 million, more to recoup "                                                                        ,TNWSS
"Cuban tourism boom seen slowing, but finding a room still hard "                                                                             ,TNWSS
"Barred from streets, Iran's reformists push for votes online "                                                                               ,TNWSS
Emergency services at UK's Didcot power plant after explosion reported                                                                        ,TNWSS
Meet Israel's batgirl.                                                                                                                        ,TNWSS
Iran getting less than $50 billion in cash after nuclear deal: Kerry                                                                          ,TNWSS
Hundreds of Kosovars camp in central Pristina to demand new elections                                                                         ,TNWSS
Italy summons the U.S. ambassador after reports the U.S. spied on Berlusconi:                                                                 ,TNWSS
Bangladesh opposition chief issues rare rebuke of Islamist killing                                                                            ,TNWSS
Former top Sarkozy aide under investigation in polls case                                                                                     ,TNWSS
UAE bans its citizens from traveling to Lebanon: State News Agency                                                                            ,TNWSS
European court condemns Italy for role in 2003 kidnap of refugee imam                                                                         ,TNWSS
"France's Le Pen raises pressure on daughter, hints at rival bid:  "                                                                          ,TNWSS
"Saudi Arabia warns citizens against travel to Lebanon, citing safety "                                                                       ,TNWSS
Rousseff campaign chief Santana surrenders to Brazilian police:                                                                               ,TNWSS
"Niger opposition rejects initial election results, citing fraud "                                                                            ,TNWSS
Islamic State tightens grip on Syrian government road to Aleppo                                                                               ,TNWSS
French judge views Calais 'jungle' before migrants' appeal:                                                                                   ,TNWSS
British-Iranian journalist released from jail in Tehran: friend                                                                               ,TNWSS
"Putin ally is threat to Russian national security, says Kremlin critic "                                                                     ,TNWSS
Nigeria to train thousands of unemployed Delta youths                                                                                         ,TNWSS
"Italy's navy rescues 700 migrants from six boats, four found dead "                                                                          ,TNWSS
Kurdish special forces rescue teenage Swedish girl from Islamic State:                                                                        ,TNWSS
"North Korea warns against U.S., South Korea military exercises "                                                                             ,TNWSS
Israeli city frets about chemical depot after Hezbollah threat                                                                                ,TNWSS
"U.N. denounces restrictions of refugees, calls for unity in Europe "                                                                         ,TNWSS
Iranian media outlets add to bounty for killing Britain's Rushdie:                                                                            ,TNWSS
Estonia jails three men over spying for Russian security services                                                                             ,TNWSS
British nurse who recovered from Ebola back in hospital:                                                                                      ,TNWSS
Swedish doctor gets 10 years in prison in bunker kidnap case                                                                                  ,TNWSS
U.S. air strikes aid Afghan forces against Islamic State                                                                                      ,TNWSS
U.N.'s Ban says Burundi president agrees to dialogue to end political crisis                                                                  ,TNWSS
Turkish PM says Syrian Kurdish militia taking orders from PKK                                                                                 ,TNWSS
Power restored to Afghan capital Kabul after weeks of blackout                                                                                ,TNWSS
Syrian government accepts halt to 'combat operations'                                                                                         ,TNWSS
Myanmar army chief pushes against quick changes to constitution                                                                               ,TNWSS
Libya could soon run out of life-saving medicines: U.N.                                                                                       ,TNWSS
"Former Thai PM Thaksin warns on economy, says no deal with military "                                                                        ,TNWSS
Islamic State attack shuts Syrian govt supply route for second day                                                                            ,TNWSS
Denmark extends border control to Germany until March 4                                                                                       ,TNWSS
Syrian rebels see flaws in U.S.-Russian truce plan:                                                                                           ,TNWSS
Spain arrests four with suspected links to Islamic militants                                                                                  ,TNWSS
Greek police remove migrants from Macedonian border as more land in Piraeus                                                                   ,TNWSS
Air strikes target road out of rebel-held Aleppo: Observatory                                                                                 ,TNWSS
"CORRECTION - 1 Dead in train accident in Netherlands, official tells Dutch Radio."                                                           ,TNWSS
Israel razes West Bank homes of two Palestinian assailants: army                                                                              ,TNWSS
Dutch passenger train derails after hitting maintenance crane                                                                                 ,TNWSS
Germany says reform efforts in Ukraine must not flag now                                                                                      ,TNWSS
British bosses say exit from EU would hit economy and jobs                                                                                    ,TNWSS
Traders count cost of Jat reservation riots; 19 dead                                                                                          ,TNWSS
New round of Kabul meetings hope to set date for Afghan peace talks                                                                           ,TNWSS
JAL jet aborts takeoff evacuates after smoke from engine enters cabin                                                                         ,TNWSS
Greek police start removing migrants from Macedonian border                                                                                   ,TNWSS
Traders count cost of Indian caste riots; 19 dead                                                                                             ,TNWSS
Nepal ends fuel rationing after supply from India improves                                                                                    ,TNWSS
"NATO wants Afghan forces to do less defending, more attacking  "                                                                             ,TNWSS
Pentagon to submit plan to Congress for closing Guantanamo prison                                                                             ,TNWSS
U.N. agency bans lithium-ion batteries on passenger aircraft                                                                                  ,TNWSS
Spanish political parties step up talks in race to form government                                                                            ,TNWSS
Slovenian army to help police control migrant inflow on border                                                                                ,TNWSS
Italy agrees to let anti-Islamic State drones depart from Sicily                                                                              ,TNWSS
Slovakia's Fico expects to win March 5 vote and form government                                                                               ,TNWSS
Teen charged in Canada shooting may face adult sentence: report                                                                               ,TNWSS
Inside a South Korean mass wedding ceremony:                                                                                                  ,TNWSS
Central African Republic president aide says focus now on peace                                                                               ,TNWSS
"Yemeni president appoints general to senior army post, state media report "                                                                  ,TNWSS
Slovak leader says EU agreement may not stem migrant flow from Turkey                                                                         ,TNWSS
Bulgarian prime minister brushes aside death threats                                                                                          ,TNWSS
Editor's Choice photos from around the world:                                                                                                 ,TNWSS
Uganda rights group receives hundreds of complaints from women about vote                                                                     ,TNWSS
EU agency says bad weather deters migrant arrivals in January                                                                                 ,TNWSS
Montenegro will have to close borders if neighbours do: PM                                                                                    ,TNWSS
"Aid cuts trigger health crisis in Somalia, say relief agencies "                                                                             ,TNWSS
Italy wants EU bonds to fund refugee response                                                                                                 ,TNWSS
Calais migrants play for time ahead of planned eviction                                                                                       ,TNWSS
France pledges more compensation for Polynesia nuclear tests                                                                                  ,TNWSS
Bolivian President Morales says result still not clear in referendum                                                                          ,TNWSS
Islamic State attacks government supply line into Aleppo                                                                                      ,TNWSS
Darfur refugees look to Europe for salvation                                                                                                  ,TNWSS
British PM Cameron says no second referendum on EU membership                                                                                 ,TNWSS
U.S. businessman jailed in Iran breaks hunger strike: mother                                                                                  ,TNWSS
Somalia protests Kenya's detention of govt. delegation at airport                                                                             ,TNWSS
U.S.-Russia draft calls for Syria ceasefire to start Feb. 27                                                                                  ,TNWSS
"U.S.-led coalition sees fewer fighters, lower pay in Islamic State "                                                                         ,TNWSS
Lebanon seeks to fix ties with Saudi Arabia                                                                                                   ,TNWSS
Saudi Arabia says war games will boost military ties with Muslim allies:                                                                      ,TNWSS
People-smuggling gangs net 6 billion euros in migrant traffic to Europe: Europol                                                              ,TNWSS
US-Russia draft calls for Syria ceasefire to start Feb. 27                                                                                    ,TNWSS
Suicide bomber kills 14 at Afghan clinic                                                                                                      ,TNWSS
"For many Palestinians, Israel settlement work the only option "                                                                              ,TNWSS
"On the border, Austria takes migrant fingerprints, then discards them "                                                                      ,TNWSS
"EU membership losing 'magic power' for candidates, says Serbia PM "                                                                          ,TNWSS
Death toll from Fiji cyclone mounts amid health crisis fears:                                                                                 ,TNWSS
Islamic State rigs currency rates in Mosul to prop up finances                                                                                ,TNWSS
Thousands of migrants trapped in Greece as neighbors tighten restrictions                                                                     ,TNWSS
"Brexit, Brussels and the art of dealmaking "                                                                                                 ,TNWSS
Cuba deploys army in effort to avoid Zika virus                                                                                               ,TNWSS
Hundreds of migrants cut through Hungary's border fence over past days                                                                        ,TNWSS
Former FIFA official banned for failing to respect earlier ban:                                                                               ,TNWSS
"Uber driver attacked in Kenya, his taxi torched: police -  "                                                                                 ,TNWSS
Deal reached to end Indian caste protests                                                                                                     ,TNWSS
Factbox - Highlights of EU deal with Britain:                                                                                                 ,TNWSS
How will Britain's EU membership referendum work? Here's a handy guide:                                                                       ,TNWSS
"Germany, France press for peace plan action ahead of Ukraine visit "                                                                         ,TNWSS
Afghan troops pull out of second Helmand district:                                                                                            ,TNWSS
FIFA says Thailand's Makudi banned for three months:                                                                                          ,TNWSS
Lawyers for Assange ask Swedish court to overturn arrest warrant                                                                              ,TNWSS
Congo to let 150 adopted children leave country after two-year wait                                                                           ,TNWSS
South Africa's Zuma to visit Iran on Sunday: statement                                                                                        ,TNWSS
"EU says Ukraine at 'critical juncture', must stick to reforms "                                                                              ,TNWSS
Turkish army says 14 PKK militants killed in southeast Turkey                                                                                 ,TNWSS
Serbia says wants to preserve good relations with Russia: PM                                                                                  ,TNWSS
Iran holds talks with Russia over missile defense upgrade:                                                                                    ,TNWSS
Violence rages in Syria as Kerry and Lavrov reach provisional deal on ceasefire:                                                              ,TNWSS
German government condemns anti-migrant protests in Saxony                                                                                    ,TNWSS
"Brazil police targets Rousseff campaigner in raids, TV Globo says "                                                                          ,TNWSS
Gunmen kill two in Burundi attack ahead of visit by U.N.'s Ban: official                                                                      ,TNWSS
FIFA says executive member Worawi Makudi banned for three months by disciplinary committee                                                    ,TNWSS
Brazil police launch new round of raids in corruption probe                                                                                   ,TNWSS
Niger voting extended for second day after some polls didn't open                                                                             ,TNWSS
"Italy PM says, as citizen, he hopes Clinton wins U.S. election "                                                                             ,TNWSS
Schengen collapse could cost EU up to 1.4 trillion euros over decade:                                                                         ,TNWSS
